,artist,x,k,m,N,p-val,adj_pval(BH)
958,Suanne Wang,220,345838,1007,4313582,1.073609567938827e-42,1.5019112572761252e-41
1389,Kimiko Burnette,242,345838,1174,4313582,3.194879221096125e-42,4.4223854481488467e-41
1132,Ladonna Gifford,423,345838,2650,4313582,1.216690524128023e-41,1.6666125408628649e-40
778,Nelson Peters,523,345838,3572,4313582,2.6522425962748374e-40,3.595565993918981e-39
87,Akiko Hamilton,385,345838,2372,4313582,1.0369913989034842e-39,1.3914731526102877e-38
1140,Fumiko Landrum,172,345838,714,4313582,1.3526266033544637e-39,1.7966706903142625e-38
914,Colene Echols,196,345838,887,4313582,4.990657407942795e-39,6.562714491444776e-38
369,Lanelle Mcdonald,880,345838,7038,4313582,1.454227054981608e-38,1.8933748290107075e-37
153,Tona Pool,106,345838,319,4313582,1.4810142321812347e-38,1.9093467797238465e-37
1792,Kelvin Swanson,251,345838,1316,4313582,8.924677196801397e-38,1.1394126712421202e-36
872,Alexander Ly,604,345838,4430,4313582,5.0228323037886e-37,6.350985076425008e-36
1752,Stanton Dooley,202,345838,959,4313582,5.211283383216978e-37,6.526512046600311e-36
112,Coralee Mcrae,256,345838,1371,4313582,6.773517530559506e-37,8.40299580442052e-36
1370,Freeman Burkhart,366,345838,2280,4313582,7.626686931860617e-37,9.372984406912815e-36
1901,Jene Cote,112,345838,367,4313582,1.2206908585032176e-36,1.4863041471590102e-35
1859,Mandy Yang,711,345838,5506,4313582,1.060540593693405e-35,1.2794595235842456e-34
78,Lyndia Ragsdale,233,345838,1230,4313582,9.211205315910295e-35,1.1011577264020035e-33
606,Riva Crowley,157,345838,678,4313582,3.3525917546984016e-34,3.9717641057913496e-33
232,Lyndia Serrano,597,345838,4475,4313582,4.970124933277448e-34,5.8354591850534325e-33
1329,Kyoko Roth,174,345838,803,4313582,8.606515230714086e-34,1.001554648530002e-32
97,Cecilia Smiley,203,345838,1045,4313582,4.2915588927652735e-32,4.9503508280581885e-31
477,Randall Dubose,493,345838,3592,4313582,2.804687238584606e-31,3.207098885859789e-30
268,Dinah Randle,189,345838,961,4313582,9.697171019375489e-31,1.0992913698688593e-29
1465,Tiana Luther,371,345838,2503,4313582,3.0204272889025316e-30,3.3947537477836143e-29
1607,Jonathan Landrum,52,345838,106,4313582,6.684200306955399e-30,7.448918138683347e-29
766,Dulce Rivera,218,345838,1217,4313582,3.563944683303755e-29,3.9383086206255784e-28
354,Zada Mcfarland,106,345838,405,4313582,1.7473928457204342e-28,1.9148513267686423e-27
91,Breana Crowell,182,345838,988,4313582,3.6396779076601454e-26,3.9555177260934637e-25
407,Shellie Blount,498,345838,3859,4313582,1.432461640810561e-25,1.5440057849720394e-24
119,Clarence Boswell,60,345838,168,4313582,8.706085897549544e-25,9.307725979900528e-24
1206,Lauretta Sweet,228,345838,1398,4313582,1.097529028318226e-24,1.1639118324503767e-23
781,Lewis Carrasco,61,345838,179,4313582,6.75308206374962e-24,7.1042423310646e-23
2206,Colin Kerns,143,345838,730,4313582,1.2522328125073056e-23,1.306893768608815e-22
2029,Alla Richey,150,345838,792,4313582,3.656527207548415e-23,3.7860891952174534e-22
1555,Kia Sampson,475,345838,3812,4313582,1.783475417069543e-21,1.8322423230050384e-20
14,Janetta Pettit,403,345838,3111,4313582,2.278987799904634e-21,2.323154230135344e-20
808,Breanne Blackwell,224,345838,1453,4313582,3.660896378197998e-21,3.7031374902541283e-20
1600,Twyla Diamond,436,345838,3474,4313582,1.9826920652110072e-20,1.9902595921774616e-19
151,Jacqui Petty,41,345838,104,4313582,1.392053556490195e-19,1.3867806263519745e-18
1266,Vergie Seymour,118,345838,611,4313582,2.2633540757094104e-19,2.2378275259833643e-18
1802,Hector Mann,80,345838,336,4313582,2.553756055645633e-19,2.506111353114931e-18
906,Carly Bouchard,55,345838,180,4313582,3.0777561989726746e-19,2.9979625197400497e-18
1771,Vicente Corbett,123,345838,659,4313582,7.442820219573929e-19,7.196550432896852e-18
1535,Jasper Varner,115,345838,598,4313582,8.698764626200508e-19,8.349544148506327e-18
1394,Cyrus Etheridge,118,345838,625,4313582,1.4219265776559439e-18,1.3549517750851929e-17
58,Somer Crum,138,345838,791,4313582,3.0036031127841697e-18,2.8415381966267504e-17
240,Deeanna Lyon,59,345838,219,4313582,1.6140056604622292e-17,1.516012459648451e-16
1507,Rocco Blevins,57,345838,210,4313582,3.6428820427620146e-17,3.397439635625567e-16
213,Lakeesha Fletcher,319,345838,2486,4313582,9.106247609137619e-17,8.432898314095753e-16
1073,Marianela Browning,107,345838,572,4313582,9.505032491667126e-17,8.740641766812776e-16
627,Leigha Jarrell,243,345838,1780,4313582,3.4385985389659225e-16,3.140109082458464e-15
663,Slyvia Dupre,356,345838,2887,4313582,6.059475322596682e-16,5.495317275320439e-15
438,Jefferson Ward,115,345838,656,4313582,1.0414200232153429e-15,9.379913222795726e-15
277,Thalia Mattingly,46,345838,163,4313582,5.486374358721297e-15,4.9078791032098675e-14
1048,Karla Bentley,41,345838,134,4313582,5.965743742469931e-15,5.300643933343216e-14
1791,Reena Hubbard,186,345838,1297,4313582,8.181859252389066e-15,7.220902628786323e-14
1734,Lady Swift,111,345838,645,4313582,1.1420281770246229e-14,1.001178035191586e-13
1570,Thu Hillman,957,345838,9358,4313582,1.4247029396630833e-14,1.2407181229516254e-13
1840,Evalyn Conrad,558,345838,5051,4313582,1.8655929506151118e-14,1.6139833750387317e-13
2201,Shandi Childress,106,345838,609,4313582,1.9745280781999543e-14,1.6970617142698954e-13
1337,Jaymie Morin,61,345838,268,4313582,2.711116278618589e-14,2.3150116275217173e-13
674,Sibyl Cuellar,160,345838,1080,4313582,3.377929218202821e-14,2.865791562539813e-13
63,Fritz Vann,750,345838,7128,4313582,3.414700437628559e-14,2.87841735607792e-13
2052,Theron Guillory,238,345838,1817,4313582,6.193653014610266e-14,5.187677524976115e-13
771,Denese Ellsworth,75,345838,375,4313582,6.827261815217617e-14,5.682183093045043e-13
617,Kristy Gaston,35,345838,109,4313582,8.22554798917947e-14,6.802890318094971e-13
1909,Davina Hoover,45,345838,168,4313582,8.603363032166527e-14,7.070888992061865e-13
1929,Vernice Castillo,66,345838,311,4313582,9.838141984013981e-14,8.035501061477259e-13
1773,Herbert Roy,94,345838,526,4313582,1.0043975385400909e-13,8.152980019630984e-13
1495,Nga Hickman,123,345838,768,4313582,1.0545749495320683e-13,8.507767230887545e-13
1354,Josephina Gentry,293,345838,2370,4313582,1.3523906178398148e-13,1.084386379548388e-12
1288,Jc Barnard,275,345838,2210,4313582,3.429011229552434e-13,2.732818040522091e-12
2172,Marion Flint,161,345838,1120,4313582,3.5727687644912727e-13,2.830235497172303e-12
423,Ellamae Chambers,43,345838,163,4313582,5.031352270145899e-13,3.961813314516082e-12
2102,Jeremiah Wyatt,265,345838,2141,4313582,1.5612711706385983e-12,1.2215233090063558e-11
716,Rosie Parrott,123,345838,798,4313582,1.569866457962541e-12,1.2215233090063558e-11
1456,Rich Johnston,37,345838,131,4313582,1.6741584668608606e-12,1.2950108140717834e-11
1944,Phebe Bateman,44,345838,176,4313582,2.1858978283721893e-12,1.68096821304645e-11
290,Vincenzo Nunn,509,345838,4683,4313582,2.93885529825901e-12,2.2468573937270918e-11
1943,Maryalice Rudd,61,345838,297,4313582,3.335945477468464e-12,2.535704221312734e-11
1565,Sacha Marcum,70,345838,367,4313582,4.413878603171341e-12,3.335776070787536e-11
1845,Treena Battle,188,345838,1424,4313582,1.0606494070626469e-11,7.97002268735646e-11
302,Tawna Ransom,92,345838,553,4313582,1.1548017908349108e-11,8.628206562204022e-11
834,Waylon Aviles,111,345838,716,4313582,1.1722562449662792e-11,8.70913537926925e-11
592,Deloris Winters,42,345838,172,4313582,1.4758696692260452e-11,1.090319446647331e-10
2023,Kymberly Meza,77,345838,432,4313582,1.4919388506066453e-11,1.096033289691474e-10
2273,Mirna Stewart,282,345838,2362,4313582,1.7006375717934978e-11,1.2424102260602497e-10
2030,Kenda Sample,216,345838,1709,4313582,2.2526066983842235e-11,1.6365623250692012e-10
1360,Lilly Croft,75,345838,420,4313582,2.409145787840263e-11,1.740674017038432e-10
890,Tameika Hedrick,31,345838,106,4313582,2.8571006774808138e-11,2.0530532190640822e-10
412,Shela Wilder,384,345838,3430,4313582,3.126363351753496e-11,2.234330330193395e-10
1306,Johna Kane,74,345838,418,4313582,4.8842882086139144e-11,3.471804861798539e-10
479,Ramona Paul,193,345838,1502,4313582,5.90685455516053e-11,4.1760826559333856e-10
1311,Murray Teague,34,345838,129,4313582,9.684495076573672e-11,6.810219799836566e-10
553,Monroe Sadler,31,345838,111,4313582,1.087319673291881e-10,7.6054540977597e-10
1726,Loan Brunson,137,345838,984,4313582,1.5324027914022453e-10,1.0661955929597634e-09
503,Shanae Calloway,78,345838,465,4313582,2.312663271313411e-10,1.6006064219879662e-09
1593,Anika Slade,171,345838,1317,4313582,2.930533047880732e-10,2.0176183025985145e-09
1640,Taina Garner,66,345838,376,4313582,6.709615853547742e-10,4.5953879413621255e-09
1962,Candra Rosario,65,345838,370,4313582,8.545406318635804e-10,5.8223882430083324e-09
2307,Kasandra Yates,48,345838,240,4313582,1.2488892127889002e-09,8.465408839264968e-09
1454,Scotty Valdez,32,345838,129,4313582,1.7030127886975753e-09,1.1484419575063137e-08
2182,Denver Goss,139,345838,1044,4313582,2.241740699136082e-09,1.5040250098795654e-08
2077,Vanda Augustine,599,345838,5907,4313582,2.879773316090463e-09,1.9222852338370348e-08
877,Myrtis Daugherty,75,345838,467,4313582,3.5564564907704458e-09,2.361990043112695e-08
1955,Charise Fugate,50,345838,263,4313582,3.7220066456125946e-09,2.4595169542615888e-08
738,Kristian Mccoy,42,345838,205,4313582,5.2745362747408715e-09,3.468007600642123e-08
396,Kenyatta Hoff,513,345838,4994,4313582,6.827337195701532e-09,4.466641001167918e-08
1562,Clotilde Mccann,510,345838,4967,4313582,7.95416819183552e-09,5.17808473874441e-08
1503,Usha Moya,63,345838,377,4313582,1.114779644381663e-08,7.221355824442793e-08
1055,Brynn Freeman,112,345838,815,4313582,1.1960468287236039e-08,7.70981166554676e-08
1046,Lizette Wakefield,32,345838,139,4313582,1.2769746860373729e-08,8.191325425069002e-08
1742,Shanita Koenig,88,345838,597,4313582,1.4211040396690593e-08,9.07161073866414e-08
246,Lurline Leon,72,345838,460,4313582,2.068286179590182e-08,1.3139112686768549e-07
1081,Leta Girard,516,345838,5073,4313582,2.171595036370978e-08,1.372907438859537e-07
1764,Marylou Mackey,26,345838,102,4313582,2.2470729871391328e-08,1.413828219180842e-07
918,Ahmad Hess,254,345838,2258,4313582,3.2677158536026265e-08,2.046212546422597e-07
1280,Leia Mcbride,175,345838,1456,4313582,5.0749546788472274e-08,3.1628272050635565e-07
1412,Burma Nance,33,345838,154,4313582,5.338657939206235e-08,3.311478863234056e-07
843,Catalina Funk,34,345838,162,4313582,6.094013050665257e-08,3.762266273063293e-07
1615,Lovie Pope,101,345838,744,4313582,1.0165699288809986e-07,6.246679703170623e-07
1506,Margarito Laughlin,30,345838,138,4313582,1.3319895038098163e-07,8.146819523301899e-07
2253,Estell Braun,48,345838,277,4313582,1.490629631487817e-07,9.074897987992959e-07
473,Loura Robbins,58,345838,362,4313582,1.721451441680125e-07,1.043183707746251e-06
243,Syreeta Seals,101,345838,765,4313582,3.847695581341839e-07,2.3209723346167515e-06
2190,Delilah Mccain,53,345838,332,4313582,5.904281727827456e-07,3.545265055750276e-06
0,Porsche Mclean,31,345838,160,4313582,1.3354752210573318e-06,7.982499616774507e-06
300,Letisha Darling,45,345838,274,4313582,1.5837608513417185e-06,9.423735382417917e-06
856,Petronila Rice,230,345838,2116,4313582,1.648487371241752e-06,9.764688708031099e-06
1254,Sumiko Main,43,345838,261,4313582,2.3471019596414406e-06,1.3840533977257823e-05
1151,Byron Ng,87,345838,663,4313582,2.724912406566963e-06,1.5996695601051593e-05
2271,Pearly Covington,37,345838,213,4313582,2.793044706219177e-06,1.6323794616347635e-05
1171,Camelia Friedman,23,345838,107,4313582,3.3817563766252743e-06,1.967703378434618e-05
750,Jimmie Trejo,125,345838,1043,4313582,3.595100694817704e-06,2.0826244113151016e-05
66,Carina Sweet,45,345838,286,4313582,5.175655317524675e-06,2.985081904624977e-05
939,Clark Akins,85,345838,656,4313582,5.676363015959207e-06,3.259570902177449e-05
1391,Buster Knox,129,345838,1101,4313582,7.900375458916923e-06,4.516953794989458e-05
2038,Jenny Munson,63,345838,453,4313582,8.092633391427286e-06,4.606845415466182e-05
2300,Chanda Hearn,104,345838,850,4313582,8.476594095891807e-06,4.804621222455917e-05
1157,Len Cote,31,345838,175,4313582,9.646216598016858e-06,5.4441093675502864e-05
1629,Rivka Tipton,85,345838,668,4313582,1.1343427840229246e-05,6.374618636710024e-05
817,Herschel Singleton,98,345838,799,4313582,1.3203098808360803e-05,7.388116992763597e-05
349,Shela Howe,38,345838,237,4313582,1.5032142387303255e-05,8.375960694620245e-05
1209,Garret Joseph,312,345838,3086,4313582,1.5300688118255562e-05,8.489622310340112e-05
200,Cassy Bautista,63,345838,464,4313582,1.733704867312859e-05,9.579083615615167e-05
850,Estell Wu,47,345838,318,4313582,1.8590927582103067e-05,0.00010228899485550431
518,Rachal Marks,31,345838,181,4313582,1.9588611225457603e-05,0.00010732926567281978
1684,Dawne Steen,105,345838,883,4313582,2.5629167888529252e-05,0.0001398437998896928
2208,David Hoyt,141,345838,1259,4313582,3.131890438620353e-05,0.00017018330275974232
261,Lawerence Carrasco,64,345838,483,4313582,3.236403117943087e-05,0.00017513868724671437
1134,Kathrin Nicholas,277,345838,2730,4313582,3.290965934938384e-05,0.0001773614837886875
509,Aide Battle,30,345838,180,4313582,4.4016869809787625e-05,0.00023625381142804378
1862,Hyon Wilkes,28,345838,164,4313582,4.6499204280580194e-05,0.0002485628196299307
2278,Pasty Short,101,345838,861,4313582,5.9848230474386375e-05,0.00031862519463084243
1264,Simona Tackett,25,345838,142,4313582,6.118552205360677e-05,0.0003244312963729553
1318,Zada Quinn,45,345838,316,4313582,6.714181100640233e-05,0.0003545842629454581
360,Rosio Swift,44,345838,308,4313582,7.319687476216965e-05,0.0003850155612490124
376,January Maloney,135,345838,1220,4313582,7.638326396666343e-05,0.00040017526739506937
2108,Herma Blankenship,37,345838,252,4313582,0.000131030818823442,0.0006837520902889929
849,Werner Zuniga,249,345838,2479,4313582,0.0001403623904891816,0.0007295515553093826
2167,Aisha Baron,34,345838,227,4313582,0.00015159042916772323,0.0007848087179352601
195,Jim Nielsen,182,345838,1746,4313582,0.000155811897164938,0.0008035005677329155
1966,Brice Byrne,49,345838,366,4313582,0.000167945227169091,0.0008626873973724793
2294,Dominga Seaman,68,345838,552,4313582,0.0001848380534444505,0.0009457666936943673
1657,Noriko Pitts,26,345838,160,4313582,0.00018617314118720451,0.0009489057389967982
1959,Flo Nobles,32,345838,212,4313582,0.00019166672270137444,0.0009731341326343915
1411,Audry Strange,30,345838,196,4313582,0.00022026975704794505,0.001114056655838645
775,Dante Alaniz,241,345838,2412,4313582,0.0002367860226180055,0.0011930023744930163
1323,Reanna Ponder,28,345838,180,4313582,0.00025053227225245136,0.0012574425114960824
1201,Erik Wilcox,25,345838,155,4313582,0.00026685804242837155,0.0013342902121418576
24,Ned Brunner,47,345838,356,4313582,0.0003025283727474028,0.0015069121597077071
1542,Lala Regan,92,345838,807,4313582,0.0003126898410010008,0.0015516495883634567
167,Cheri Louis,22,345838,133,4313582,0.00037379403420549124,0.0018478915600760187
1719,Marketta Ashby,44,345838,331,4313582,0.0003805356019601834,0.0018741734703282443
2044,Bernita Burch,27,345838,179,4313582,0.0005158694707277096,0.002531225201518426
1020,Jonie Coburn,18,345838,104,4313582,0.0005790967927415564,0.0028309006782719207
2147,Leland Nunez,19,345838,114,4313582,0.0007213621397225569,0.0035133007916117124
1199,Jennie France,36,345838,267,4313582,0.0008303816492316006,0.004029342689075848
353,Jazmine Fowler,33,345838,240,4313582,0.0008926848659585825,0.004315737495351236
1720,Elliot Parish,20,345838,125,4313582,0.000965459154775218,0.004650471752854988
1637,Alexander Fulton,72,345838,628,4313582,0.0010024002808557391,0.004810789669070427
1036,Dong Duvall,28,345838,196,4313582,0.0010325633437232085,0.004937530170894615
73,Kayla Hensley,43,345838,341,4313582,0.0012890345421438015,0.006141595735214126
2008,Caprice Petersen,29,345838,209,4313582,0.0013979385077848604,0.006636422879917297
2096,Gil Boyle,101,345838,945,4313582,0.0015422737799255515,0.0072952878438924465
953,Jesus Williams,106,345838,999,4313582,0.001556466488366573,0.007336033807175783
1932,Silva Doty,21,345838,139,4313582,0.0016542323206268526,0.00776898393437254
1028,Charmain Chan,499,345838,5494,4313582,0.0019609758458447755,0.00917680867361523
2303,Shasta Anderson,32,345838,243,4313582,0.0021297618456867576,0.009931336266234348
1415,Natisha Edmondson,28,345838,209,4313582,0.002768121466487718,0.012862472538626674
1458,Holley Oconnor,42,345838,345,4313582,0.0028005146295691946,0.012967171612265812
885,Latesha Benson,20,345838,137,4313582,0.00308718442284817,0.014244377249281907
1677,Aretha Payton,92,345838,875,4313582,0.0036855396588802904,0.01694575052946707
260,Rufina Locke,30,345838,233,4313582,0.0038719946218711723,0.01774102065421809
523,Wade Bernal,32,345838,254,4313582,0.004289065718105395,0.019583754928154843
770,Darla Broussard,18,345838,123,4313582,0.004334414858919007,0.019722337506846002
999,Nannie Hutchinson,21,345838,151,4313582,0.0046858902209088995,0.021248088415500698
1741,Chris Douglas,19,345838,133,4313582,0.004755733549743407,0.02149068597220818
626,Scarlet Chen,29,345838,229,4313582,0.005532613133731441,0.02491570640704399
199,Madalyn Pendleton,102,345838,999,4313582,0.005757205891310325,0.02583865442687057
1979,My Hunter,20,345838,145,4313582,0.006033604490740614,0.02689555900109799
1165,Augustine Aguirre,408,345838,4515,4313582,0.006025972113907728,0.02689555900109799
522,Paulita Hollingsworth,55,345838,495,4313582,0.0061617848804896205,0.02737414566839139
1114,Paz Dorsey,81,345838,776,4313582,0.006938263170839076,0.030719919426442373
2297,Saundra Gerber,39,345838,333,4313582,0.007106703659282042,0.03136011849649626
1194,Astrid Nielson,55,345838,499,4313582,0.007225250411149712,0.03177660297880224
767,Georgia Dodd,21,345838,157,4313582,0.007421975855488783,0.032532994166559165
299,Palmer Crosby,38,345838,324,4313582,0.007519650976766714,0.03285163134368182
1647,Dayna Poe,15,345838,104,4313582,0.008701117558851203,0.03776227587422222
2012,Denver Corley,15,345838,104,4313582,0.008701117558851203,0.03776227587422222
1155,Emelda Layton,28,345838,227,4313582,0.008838217323942502,0.03823110454271181
2288,Maxwell Marshall,15,345838,105,4313582,0.009519440619118896,0.041042834144725725
780,Lauralee Andrade,25,345838,199,4313582,0.009586435338467226,0.04119660937936079
1796,Hwa Felton,41,345838,361,4313582,0.01010184148753218,0.04327010278861504
1486,Joanne Daniel,27,345838,220,4313582,0.01043795147490647,0.04456463048539613
583,Ima Mejia,73,345838,704,4313582,0.011034675252861701,0.046959863940171966
1712,Lynne Dudley,38,345838,336,4313582,0.013215907117144059,0.05606102535175625
1964,Sidney Winter,66,345838,635,4313582,0.013781825662175222,0.05827363583845793
1707,Karol Elam,49,345838,453,4313582,0.014124650506146655,0.05953178017815016
979,Richard Tidwell,28,345838,237,4313582,0.01541304371655193,0.06475448078998654
1750,Carrol Frazier,56,345838,531,4313582,0.015805053416992,0.06618995300428178
1350,Hong Reid,57,345838,544,4313582,0.017027747054498266,0.07108408691004832
1457,Ward Adamson,24,345838,200,4313582,0.01822668463994784,0.0758483870301627
1659,Loretta Lujan,17,345838,132,4313582,0.01863461702215924,0.077301329287506
961,Melodie Dunlap,33,345838,293,4313582,0.019583472129266873,0.08098196808171679
2166,Mertie Reese,45,345838,420,4313582,0.020199950170800528,0.08326938706772004
1975,Ethel Thurman,114,345838,1189,4313582,0.022513160255170833,0.09251501792359264
254,Sonny Urban,89,345838,911,4313582,0.02488190696613726,0.10193055345940964
1772,Vicki Dunbar,91,345838,934,4313582,0.025186102325185825,0.10285628744602286
1050,Tesha Leslie,14,345838,108,4313582,0.025756434686184992,0.1048597882734776
2095,Margherita Isaac,17,345838,138,4313582,0.02788276273644671,0.11316615122971427
